step,time,0,1,2,3,4,5,6,7,
576, 2015/1/3 0:0:00,4,0,0,0,0,0,0,0,
577, 2015/1/3 0:5:00,4,0,0,0,0,0,0,0,
578, 2015/1/3 0:10:00,4,0,0,0,0,0,0,0,
579, 2015/1/3 0:15:00,4,0,0,0,0,0,0,0,
580, 2015/1/3 0:20:00,4,0,0,0,0,0,0,0,
581, 2015/1/3 0:25:00,4,0,0,0,0,0,0,0,
582, 2015/1/3 0:30:00,4,0,0,0,0,0,0,0,
583, 2015/1/3 0:35:00,4,0,0,0,0,0,0,0,
584, 2015/1/3 0:40:00,4,0,0,0,0,0,0,0,
585, 2015/1/3 0:45:00,4,0,0,0,0,0,0,0,
586, 2015/1/3 0:50:00,4,0,0,0,0,0,0,0,
587, 2015/1/3 0:55:00,4,0,0,0,0,0,0,0,
588, 2015/1/3 1:0:00,4,0,0,0,0,0,0,0,
589, 2015/1/3 1:5:00,4,0,0,0,0,0,0,0,
590, 2015/1/3 1:10:00,4,0,0,0,0,0,0,0,
591, 2015/1/3 1:15:00,4,0,0,0,0,0,0,0,
592, 2015/1/3 1:20:00,4,0,0,0,0,0,0,0,
593, 2015/1/3 1:25:00,4,0,0,0,0,0,0,0,
594, 2015/1/3 1:30:00,4,0,0,0,0,0,0,0,
595, 2015/1/3 1:35:00,4,0,0,0,0,0,0,0,
596, 2015/1/3 1:40:00,4,0,0,0,0,0,0,0,
597, 2015/1/3 1:45:00,4,0,0,0,0,0,0,0,
598, 2015/1/3 1:50:00,4,0,0,0,0,0,0,0,
599, 2015/1/3 1:55:00,4,0,0,0,0,0,0,0,
600, 2015/1/3 2:0:00,4,0,0,0,0,0,0,0,
601, 2015/1/3 2:5:00,4,0,0,0,0,0,0,0,
602, 2015/1/3 2:10:00,4,0,0,0,0,0,0,0,
603, 2015/1/3 2:15:00,4,0,0,0,0,0,0,0,
604, 2015/1/3 2:20:00,4,0,0,0,0,0,0,0,
605, 2015/1/3 2:25:00,4,0,0,0,0,0,0,0,
606, 2015/1/3 2:30:00,4,0,0,0,0,0,0,0,
607, 2015/1/3 2:35:00,4,0,0,0,0,0,0,0,
608, 2015/1/3 2:40:00,4,0,0,0,0,0,0,0,
609, 2015/1/3 2:45:00,4,0,0,0,0,0,0,0,
610, 2015/1/3 2:50:00,4,0,0,0,0,0,0,0,
611, 2015/1/3 2:55:00,4,0,0,0,0,0,0,0,
612, 2015/1/3 3:0:00,4,0,0,0,0,0,0,0,
613, 2015/1/3 3:5:00,4,0,0,0,0,0,0,0,
614, 2015/1/3 3:10:00,4,0,0,0,0,0,0,0,
615, 2015/1/3 3:15:00,4,0,0,0,0,0,0,0,
616, 2015/1/3 3:20:00,4,0,0,0,0,0,0,0,
617, 2015/1/3 3:25:00,4,0,0,0,0,0,0,0,
618, 2015/1/3 3:30:00,4,0,0,0,0,0,0,0,
619, 2015/1/3 3:35:00,4,0,0,0,0,0,0,0,
620, 2015/1/3 3:40:00,4,0,0,0,0,0,0,0,
621, 2015/1/3 3:45:00,4,0,0,0,0,0,0,0,
622, 2015/1/3 3:50:00,4,0,0,0,0,0,0,0,
623, 2015/1/3 3:55:00,4,0,0,0,0,0,0,0,
624, 2015/1/3 4:0:00,4,0,0,0,0,0,0,0,
625, 2015/1/3 4:5:00,4,0,0,0,0,0,0,0,
626, 2015/1/3 4:10:00,4,0,0,0,0,0,0,0,
627, 2015/1/3 4:15:00,4,0,0,0,0,0,0,0,
628, 2015/1/3 4:20:00,4,0,0,0,0,0,0,0,
629, 2015/1/3 4:25:00,4,0,0,0,0,0,0,0,
630, 2015/1/3 4:30:00,4,0,0,0,0,0,0,0,
631, 2015/1/3 4:35:00,4,0,0,0,0,0,0,0,
632, 2015/1/3 4:40:00,4,0,0,0,0,0,0,0,
633, 2015/1/3 4:45:00,4,0,0,0,0,0,0,0,
634, 2015/1/3 4:50:00,4,0,0,0,0,0,0,0,
635, 2015/1/3 4:55:00,4,0,0,0,0,0,0,0,
636, 2015/1/3 5:0:00,4,0,0,0,0,0,0,0,
637, 2015/1/3 5:5:00,4,0,0,0,0,0,0,0,
638, 2015/1/3 5:10:00,4,0,0,0,0,0,0,0,
639, 2015/1/3 5:15:00,4,0,0,0,0,0,0,0,
640, 2015/1/3 5:20:00,4,0,0,0,0,0,0,0,
641, 2015/1/3 5:25:00,4,0,0,0,0,0,0,0,
642, 2015/1/3 5:30:00,4,0,0,0,0,0,0,0,
643, 2015/1/3 5:35:00,4,0,0,0,0,0,0,0,
644, 2015/1/3 5:40:00,4,0,0,0,0,0,0,0,
645, 2015/1/3 5:45:00,4,0,0,0,0,0,0,0,
646, 2015/1/3 5:50:00,4,0,0,0,0,0,0,0,
647, 2015/1/3 5:55:00,4,0,0,0,0,0,0,0,
648, 2015/1/3 6:0:00,4,0,0,0,0,0,0,0,
649, 2015/1/3 6:5:00,4,0,0,0,0,0,0,0,
650, 2015/1/3 6:10:00,4,0,0,0,0,0,0,0,
651, 2015/1/3 6:15:00,4,0,0,0,0,0,0,0,
652, 2015/1/3 6:20:00,4,0,0,0,0,0,0,0,
653, 2015/1/3 6:25:00,4,0,0,0,0,0,0,0,
654, 2015/1/3 6:30:00,4,0,0,0,0,0,0,0,
655, 2015/1/3 6:35:00,4,0,0,0,0,0,0,0,
656, 2015/1/3 6:40:00,4,0,0,0,0,0,0,0,
657, 2015/1/3 6:45:00,4,0,0,0,0,0,0,0,
658, 2015/1/3 6:50:00,4,0,0,0,0,0,0,0,
659, 2015/1/3 6:55:00,4,0,0,0,0,0,0,0,
660, 2015/1/3 7:0:00,4,0,0,0,0,0,0,0,
661, 2015/1/3 7:5:00,4,0,0,0,0,0,0,0,
662, 2015/1/3 7:10:00,4,0,0,0,0,0,0,0,
663, 2015/1/3 7:15:00,4,0,0,0,0,0,0,0,
664, 2015/1/3 7:20:00,4,0,0,0,0,0,0,0,
665, 2015/1/3 7:25:00,4,0,0,0,0,0,0,0,
666, 2015/1/3 7:30:00,4,0,0,0,0,0,0,0,
667, 2015/1/3 7:35:00,4,0,0,0,0,0,0,0,
668, 2015/1/3 7:40:00,4,0,0,0,0,0,0,0,
669, 2015/1/3 7:45:00,4,0,0,0,0,0,0,0,
670, 2015/1/3 7:50:00,4,0,0,0,0,0,0,0,
671, 2015/1/3 7:55:00,4,0,0,0,0,0,0,0,
672, 2015/1/3 8:0:00,4,0,0,0,0,0,0,0,
673, 2015/1/3 8:5:00,4,0,0,0,0,0,0,0,
674, 2015/1/3 8:10:00,4,0,0,0,0,0,0,0,
675, 2015/1/3 8:15:00,4,0,0,0,0,0,0,0,
676, 2015/1/3 8:20:00,4,0,0,0,0,0,0,0,
677, 2015/1/3 8:25:00,4,0,0,0,0,0,0,0,
678, 2015/1/3 8:30:00,4,0,0,0,0,0,0,0,
679, 2015/1/3 8:35:00,4,0,0,0,0,0,0,0,
680, 2015/1/3 8:40:00,4,0,0,0,0,0,0,0,
681, 2015/1/3 8:45:00,4,0,0,0,0,0,0,0,
682, 2015/1/3 8:50:00,4,0,0,0,0,0,0,0,
683, 2015/1/3 8:55:00,4,0,0,0,0,0,0,0,
684, 2015/1/3 9:0:00,4,0,0,0,0,0,0,0,
685, 2015/1/3 9:5:00,4,0,0,0,0,0,0,0,
686, 2015/1/3 9:10:00,4,0,0,0,0,0,0,0,
687, 2015/1/3 9:15:00,4,0,0,0,0,0,0,0,
688, 2015/1/3 9:20:00,4,0,0,0,0,0,0,0,
689, 2015/1/3 9:25:00,4,0,0,0,0,0,0,0,
690, 2015/1/3 9:30:00,4,0,0,0,0,0,0,0,
691, 2015/1/3 9:35:00,4,0,0,0,0,0,0,0,
692, 2015/1/3 9:40:00,4,0,0,0,0,0,0,0,
693, 2015/1/3 9:45:00,4,0,0,0,0,0,0,0,
694, 2015/1/3 9:50:00,4,0,0,0,0,0,0,0,
695, 2015/1/3 9:55:00,4,0,0,0,0,0,0,0,
696, 2015/1/3 10:0:00,4,0,0,0,0,0,0,0,
697, 2015/1/3 10:5:00,4,0,0,0,0,0,0,0,
698, 2015/1/3 10:10:00,4,0,0,0,0,0,0,0,
699, 2015/1/3 10:15:00,4,0,0,0,0,0,0,0,
700, 2015/1/3 10:20:00,4,0,0,0,0,0,0,0,
701, 2015/1/3 10:25:00,4,0,0,0,0,0,0,0,
702, 2015/1/3 10:30:00,4,0,0,0,0,0,0,0,
703, 2015/1/3 10:35:00,4,0,0,0,0,0,0,0,
704, 2015/1/3 10:40:00,4,0,0,0,0,0,0,0,
705, 2015/1/3 10:45:00,4,0,0,0,0,0,0,0,
706, 2015/1/3 10:50:00,4,0,0,0,0,0,0,0,
707, 2015/1/3 10:55:00,4,0,0,0,0,0,0,0,
708, 2015/1/3 11:0:00,4,0,0,0,0,0,0,0,
709, 2015/1/3 11:5:00,4,0,0,0,0,0,0,0,
710, 2015/1/3 11:10:00,4,0,0,0,0,0,0,0,
711, 2015/1/3 11:15:00,4,0,0,0,0,0,0,0,
712, 2015/1/3 11:20:00,4,0,0,0,0,0,0,0,
713, 2015/1/3 11:25:00,4,0,0,0,0,0,0,0,
714, 2015/1/3 11:30:00,4,0,0,0,0,0,0,0,
715, 2015/1/3 11:35:00,4,0,0,0,0,0,0,0,
716, 2015/1/3 11:40:00,4,0,0,0,0,0,0,0,
717, 2015/1/3 11:45:00,4,0,0,0,0,0,0,0,
718, 2015/1/3 11:50:00,4,0,0,0,0,0,0,0,
719, 2015/1/3 11:55:00,4,0,0,0,0,0,0,0,
720, 2015/1/3 12:0:00,4,0,0,0,0,0,0,0,
721, 2015/1/3 12:5:00,4,0,0,0,0,0,0,0,
722, 2015/1/3 12:10:00,4,0,0,0,0,0,0,0,
723, 2015/1/3 12:15:00,4,0,0,0,0,0,0,0,
724, 2015/1/3 12:20:00,4,0,0,0,0,0,0,0,
725, 2015/1/3 12:25:00,4,0,0,0,0,0,0,0,
726, 2015/1/3 12:30:00,4,0,0,0,0,0,0,0,
727, 2015/1/3 12:35:00,4,0,0,0,0,0,0,0,
728, 2015/1/3 12:40:00,4,0,0,0,0,0,0,0,
729, 2015/1/3 12:45:00,4,0,0,0,0,0,0,0,
730, 2015/1/3 12:50:00,4,0,0,0,0,0,0,0,
731, 2015/1/3 12:55:00,4,0,0,0,0,0,0,0,
732, 2015/1/3 13:0:00,4,0,0,0,0,0,0,0,
733, 2015/1/3 13:5:00,4,0,0,0,0,0,0,0,
734, 2015/1/3 13:10:00,4,0,0,0,0,0,0,0,
735, 2015/1/3 13:15:00,4,0,0,0,0,0,0,0,
736, 2015/1/3 13:20:00,4,0,0,0,0,0,0,0,
737, 2015/1/3 13:25:00,4,0,0,0,0,0,0,0,
738, 2015/1/3 13:30:00,4,0,0,0,0,0,0,0,
739, 2015/1/3 13:35:00,4,0,0,0,0,0,0,0,
740, 2015/1/3 13:40:00,4,0,0,0,0,0,0,0,
741, 2015/1/3 13:45:00,4,0,0,0,0,0,0,0,
742, 2015/1/3 13:50:00,4,0,0,0,0,0,0,0,
743, 2015/1/3 13:55:00,4,0,0,0,0,0,0,0,
744, 2015/1/3 14:0:00,4,0,0,0,0,0,0,0,
745, 2015/1/3 14:5:00,4,0,0,0,0,0,0,0,
746, 2015/1/3 14:10:00,4,0,0,0,0,0,0,0,
747, 2015/1/3 14:15:00,4,0,0,0,0,0,0,0,
748, 2015/1/3 14:20:00,4,0,0,0,0,0,0,0,
749, 2015/1/3 14:25:00,4,0,0,0,0,0,0,0,
750, 2015/1/3 14:30:00,4,0,0,0,0,0,0,0,
751, 2015/1/3 14:35:00,4,0,0,0,0,0,0,0,
752, 2015/1/3 14:40:00,4,0,0,0,0,0,0,0,
753, 2015/1/3 14:45:00,4,0,0,0,0,0,0,0,
754, 2015/1/3 14:50:00,4,0,0,0,0,0,0,0,
755, 2015/1/3 14:55:00,4,0,0,0,0,0,0,0,
756, 2015/1/3 15:0:00,4,0,0,0,0,0,0,0,
757, 2015/1/3 15:5:00,4,0,0,0,0,0,0,0,
758, 2015/1/3 15:10:00,4,0,0,0,0,0,0,0,
759, 2015/1/3 15:15:00,4,0,0,0,0,0,0,0,
760, 2015/1/3 15:20:00,4,0,0,0,0,0,0,0,
761, 2015/1/3 15:25:00,4,0,0,0,0,0,0,0,
762, 2015/1/3 15:30:00,4,0,0,0,0,0,0,0,
763, 2015/1/3 15:35:00,4,0,0,0,0,0,0,0,
764, 2015/1/3 15:40:00,4,0,0,0,0,0,0,0,
765, 2015/1/3 15:45:00,4,0,0,0,0,0,0,0,
766, 2015/1/3 15:50:00,4,0,0,0,0,0,0,0,
767, 2015/1/3 15:55:00,4,0,0,0,0,0,0,0,
768, 2015/1/3 16:0:00,4,0,0,0,0,0,0,0,
769, 2015/1/3 16:5:00,4,0,0,0,0,0,0,0,
770, 2015/1/3 16:10:00,4,0,0,0,0,0,0,0,
771, 2015/1/3 16:15:00,4,0,0,0,0,0,0,0,
772, 2015/1/3 16:20:00,4,0,0,0,0,0,0,0,
773, 2015/1/3 16:25:00,4,0,0,0,0,0,0,0,
774, 2015/1/3 16:30:00,4,0,0,0,0,0,0,0,
775, 2015/1/3 16:35:00,4,0,0,0,0,0,0,0,
776, 2015/1/3 16:40:00,4,0,0,0,0,0,0,0,
777, 2015/1/3 16:45:00,4,0,0,0,0,0,0,0,
778, 2015/1/3 16:50:00,4,0,0,0,0,0,0,0,
779, 2015/1/3 16:55:00,4,0,0,0,0,0,0,0,
780, 2015/1/3 17:0:00,4,0,0,0,0,0,0,0,
781, 2015/1/3 17:5:00,4,0,0,0,0,0,0,0,
782, 2015/1/3 17:10:00,4,0,0,0,0,0,0,0,
783, 2015/1/3 17:15:00,4,0,0,0,0,0,0,0,
784, 2015/1/3 17:20:00,4,0,0,0,0,0,0,0,
785, 2015/1/3 17:25:00,4,0,0,0,0,0,0,0,
786, 2015/1/3 17:30:00,4,0,0,0,0,0,0,0,
787, 2015/1/3 17:35:00,4,0,0,0,0,0,0,0,
788, 2015/1/3 17:40:00,4,0,0,0,0,0,0,0,
789, 2015/1/3 17:45:00,4,0,0,0,0,0,0,0,
790, 2015/1/3 17:50:00,4,0,0,0,0,0,0,0,
791, 2015/1/3 17:55:00,4,0,0,0,0,0,0,0,
792, 2015/1/3 18:0:00,4,0,0,0,0,0,0,0,
793, 2015/1/3 18:5:00,4,0,0,0,0,0,0,0,
794, 2015/1/3 18:10:00,4,0,0,0,0,0,0,0,
795, 2015/1/3 18:15:00,4,0,0,0,0,0,0,0,
796, 2015/1/3 18:20:00,4,0,0,0,0,0,0,0,
797, 2015/1/3 18:25:00,4,0,0,0,0,0,0,0,
798, 2015/1/3 18:30:00,4,0,0,0,0,0,0,0,
799, 2015/1/3 18:35:00,4,0,0,0,0,0,0,0,
800, 2015/1/3 18:40:00,4,0,0,0,0,0,0,0,
801, 2015/1/3 18:45:00,4,0,0,0,0,0,0,0,
802, 2015/1/3 18:50:00,4,0,0,0,0,0,0,0,
803, 2015/1/3 18:55:00,4,0,0,0,0,0,0,0,
804, 2015/1/3 19:0:00,4,0,0,0,0,0,0,0,
805, 2015/1/3 19:5:00,4,0,0,0,0,0,0,0,
806, 2015/1/3 19:10:00,4,0,0,0,0,0,0,0,
807, 2015/1/3 19:15:00,4,0,0,0,0,0,0,0,
808, 2015/1/3 19:20:00,4,0,0,0,0,0,0,0,
809, 2015/1/3 19:25:00,4,0,0,0,0,0,0,0,
810, 2015/1/3 19:30:00,4,0,0,0,0,0,0,0,
811, 2015/1/3 19:35:00,4,0,0,0,0,0,0,0,
812, 2015/1/3 19:40:00,4,0,0,0,0,0,0,0,
813, 2015/1/3 19:45:00,4,0,0,0,0,0,0,0,
814, 2015/1/3 19:50:00,4,0,0,0,0,0,0,0,
815, 2015/1/3 19:55:00,4,0,0,0,0,0,0,0,
816, 2015/1/3 20:0:00,4,0,0,0,0,0,0,0,
817, 2015/1/3 20:5:00,4,0,0,0,0,0,0,0,
818, 2015/1/3 20:10:00,4,0,0,0,0,0,0,0,
819, 2015/1/3 20:15:00,4,0,0,0,0,0,0,0,
820, 2015/1/3 20:20:00,4,0,0,0,0,0,0,0,
821, 2015/1/3 20:25:00,4,0,0,0,0,0,0,0,
822, 2015/1/3 20:30:00,4,0,0,0,0,0,0,0,
823, 2015/1/3 20:35:00,4,0,0,0,0,0,0,0,
824, 2015/1/3 20:40:00,4,0,0,0,0,0,0,0,
825, 2015/1/3 20:45:00,4,0,0,0,0,0,0,0,
826, 2015/1/3 20:50:00,4,0,0,0,0,0,0,0,
827, 2015/1/3 20:55:00,4,0,0,0,0,0,0,0,
828, 2015/1/3 21:0:00,4,0,0,0,0,0,0,0,
829, 2015/1/3 21:5:00,4,0,0,0,0,0,0,0,
830, 2015/1/3 21:10:00,4,0,0,0,0,0,0,0,
831, 2015/1/3 21:15:00,4,0,0,0,0,0,0,0,
832, 2015/1/3 21:20:00,4,0,0,0,0,0,0,0,
833, 2015/1/3 21:25:00,4,0,0,0,0,0,0,0,
834, 2015/1/3 21:30:00,4,0,0,0,0,0,0,0,
835, 2015/1/3 21:35:00,4,0,0,0,0,0,0,0,
836, 2015/1/3 21:40:00,4,0,0,0,0,0,0,0,
837, 2015/1/3 21:45:00,4,0,0,0,0,0,0,0,
838, 2015/1/3 21:50:00,4,0,0,0,0,0,0,0,
839, 2015/1/3 21:55:00,4,0,0,0,0,0,0,0,
840, 2015/1/3 22:0:00,4,0,0,0,0,0,0,0,
841, 2015/1/3 22:5:00,4,0,0,0,0,0,0,0,
842, 2015/1/3 22:10:00,4,0,0,0,0,0,0,0,
843, 2015/1/3 22:15:00,4,0,0,0,0,0,0,0,
844, 2015/1/3 22:20:00,4,0,0,0,0,0,0,0,
845, 2015/1/3 22:25:00,4,0,0,0,0,0,0,0,
846, 2015/1/3 22:30:00,4,0,0,0,0,0,0,0,
847, 2015/1/3 22:35:00,4,0,0,0,0,0,0,0,
848, 2015/1/3 22:40:00,4,0,0,0,0,0,0,0,
849, 2015/1/3 22:45:00,4,0,0,0,0,0,0,0,
850, 2015/1/3 22:50:00,4,0,0,0,0,0,0,0,
851, 2015/1/3 22:55:00,4,0,0,0,0,0,0,0,
852, 2015/1/3 23:0:00,4,0,0,0,0,0,0,0,
853, 2015/1/3 23:5:00,4,0,0,0,0,0,0,0,
854, 2015/1/3 23:10:00,4,0,0,0,0,0,0,0,
855, 2015/1/3 23:15:00,4,0,0,0,0,0,0,0,
856, 2015/1/3 23:20:00,4,0,0,0,0,0,0,0,
857, 2015/1/3 23:25:00,4,0,0,0,0,0,0,0,
858, 2015/1/3 23:30:00,4,0,0,0,0,0,0,0,
859, 2015/1/3 23:35:00,4,0,0,0,0,0,0,0,
860, 2015/1/3 23:40:00,4,0,0,0,0,0,0,0,
861, 2015/1/3 23:45:00,4,0,0,0,0,0,0,0,
862, 2015/1/3 23:50:00,4,0,0,0,0,0,0,0,
863, 2015/1/3 23:55:00,4,0,0,0,0,0,0,0,
